slug,farmaco_slug,doenca_slug,tipo_interacao,severidade,motivo_pt,motivo_en,conselho_pt,conselho_en,fonte_pt,fonte_en,estado
mesalazina_insuficiencia_renal,mesalazina,insuficiencia_renal,precaution,moderate,A mesalazina pode causar ou agravar a nefrotoxicidade (nefrite intersticial).,Mesalazine may cause or worsen nephrotoxicity (interstitial nephritis).,Avaliar a função renal antes e durante o tratamento; ajustar ou suspender se deterioração.,Assess renal function before and during treatment; adjust or stop if deterioration occurs.,EMC-UK (MHRA) — SmPC aprovada Mesalazina: https://www.medicines.org.uk/emc/product/6167/smpc,EMC-UK (MHRA) — approved Mesalazine SmPC: https://www.medicines.org.uk/emc/product/6167/smpc,publicado
mesalazina_doenca_hepatica,mesalazina,doenca_hepatica,precaution,moderate,A mesalazina pode alterar a função hepática; vigiar em doentes com doença hepática.,Mesalazine may affect liver function; monitor in patients with hepatic disease.,Usar com precaução e monitorizar transaminases.,Use with caution and monitor transaminases.,EMC-UK (MHRA) — SmPC aprovada Mesalazina: https://www.medicines.org.uk/emc/product/6167/smpc,EMC-UK (MHRA) — approved Mesalazine SmPC: https://www.medicines.org.uk/emc/product/6167/smpc,publicado
sulfassalazina_alergia_sulfonamidas,sulfassalazina,alergia_sulfonamidas,contraindication,critical,A sulfassalazina contém sulfapiridina (sulfonamida); pode causar reações alérgicas graves.,Sulfasalazine contains sulfapyridine (a sulphonamide); it may cause severe allergic reactions.,Não usar em doentes com alergia a sulfonamidas.,Do not use in patients with sulphonamide allergy.,EMC-UK (MHRA) — SmPC aprovada Sulfassalazina: https://www.medicines.org.uk/emc/product/6686/smpc,EMC-UK (MHRA) — approved Sulfasalazine SmPC: https://www.medicines.org.uk/emc/product/6686/smpc,publicado
sulfassalazina_insuficiencia_renal,sulfassalazina,insuficiencia_renal,precaution,moderate,A sulfassalazina e os seus metabolitos podem acumular-se na insuficiência renal.,Sulfasalazine and its metabolites may accumulate in renal impairment.,Usar com precaução e monitorizar a função renal.,Use with caution and monitor renal function.,EMC-UK (MHRA) — SmPC aprovada Sulfassalazina: https://www.medicines.org.uk/emc/product/6686/smpc,EMC-UK (MHRA) — approved Sulfasalazine SmPC: https://www.medicines.org.uk/emc/product/6686/smpc,publicado
acido_ursodesoxicolico_colestase_obstrutiva,acido_ursodesoxicolico,colestase_obstrutiva,contraindication,critical,O ácido ursodesoxicólico está contraindicado na obstrução das vias biliares e em doentes com colangite não drenada.,Ursodeoxycholic acid is contraindicated in biliary obstruction and in patients with undrained cholangitis.,Não usar em doentes com obstrução biliar.,Do not use in patients with biliary obstruction.,EMC-UK (MHRA) — SmPC aprovada Ácido ursodesoxicólico: https://www.medicines.org.uk/emc/product/101999/smpc,EMC-UK (MHRA) — approved Ursodeoxycholic acid SmPC: https://www.medicines.org.uk/emc/product/101999/smpc,publicado
omeprazol_osteoporose,omeprazol,osteoporose,precaution,moderate,O uso prolongado de inibidores da bomba de protões está associado a aumento do risco de fraturas.,Long-term proton pump inhibitor use is associated with an increased risk of fractures.,Usar a menor dose e duração eficazes; considerar suplementação de cálcio/vitamina D quando indicado.,Use the lowest effective dose and duration; consider calcium/vitamin D supplementation when indicated.,EMC-UK (MHRA) — SmPC aprovada Omeprazol: https://www.medicines.org.uk/emc/product/1509/smpc,EMC-UK (MHRA) — approved Omeprazole SmPC: https://www.medicines.org.uk/emc/product/1509/smpc,publicado
omeprazol_hipomagnesemia,omeprazol,hipomagnesemia,precaution,moderate,O uso prolongado de omeprazol pode causar hipomagnesemia sintomática.,Long-term omeprazole may cause symptomatic hypomagnesaemia.,"Vigiar o magnésio sérico em tratamentos prolongados (> 1 ano), sobretudo com diuréticos ou digoxina.","Check serum magnesium in long-term therapy (> 1 year), especially with diuretics or digoxin.",EMC-UK (MHRA) — SmPC aprovada Omeprazol: https://www.medicines.org.uk/emc/product/1509/smpc,EMC-UK (MHRA) — approved Omeprazole SmPC: https://www.medicines.org.uk/emc/product/1509/smpc,publicado
antiacidos_insuficiencia_renal_grave,antiacidos,insuficiencia_renal_grave,precaution,moderate,Os catiões alumínio e magnésio dos antiácidos podem acumular-se na insuficiência renal.,Aluminium and magnesium cations from antacids may accumulate in renal impairment.,Evitar uso prolongado ou doses altas em doentes com insuficiência renal grave.,Avoid prolonged use or high doses in severe renal impairment.,DailyMed (FDA) — rótulo aprovado Antiácidos: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e346dc0-69ce-4cc5-bb5d-bfa833e11c1f,DailyMed (FDA) — approved Antacids label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e346dc0-69ce-4cc5-bb5d-bfa833e11c1f,publicado
naproxeno_ulcera_peptica_ativa,naproxeno,ulcera_peptica_ativa,contraindication,critical,"Os AINE inibem a síntese de prostaglandinas gastroprotetoras, podendo agravar ou perfurar uma úlcera ativa.",NSAIDs inhibit gastroprotective prostaglandin synthesis and may worsen or perforate an active ulcer.,Contraindicado; procurar alternativa analgésica (paracetamol).,Contraindicated; seek an alternative analgesic (paracetamol).,EMC-UK (MHRA) — SmPC aprovada Naproxeno: https://www.medicines.org.uk/emc/product/13237/smpc,EMC-UK (MHRA) — approved Naproxen SmPC: https://www.medicines.org.uk/emc/product/13237/smpc,publicado
naproxeno_asma_aine,naproxeno,asma_aine,precaution,moderate,Os AINE podem precipitar broncospasmo em doentes com asma sensível a AINE/aspirina.,NSAIDs may precipitate bronchospasm in patients with NSAID/aspirin-sensitive asthma.,Evitar AINE em asmáticos com história de sensibilidade; usar com precaução e disponibilidade de socorro.,Avoid NSAIDs in asthmatics with a history of sensitivity; use with caution and rescue available.,EMC-UK (MHRA) — SmPC aprovada Naproxeno: https://www.medicines.org.uk/emc/product/13237/smpc,EMC-UK (MHRA) — approved Naproxen SmPC: https://www.medicines.org.uk/emc/product/13237/smpc,publicado
naproxeno_doenca_renal_cronica,naproxeno,doenca_renal_cronica,precaution,moderate,Os AINE reduzem o fluxo sanguíneo renal e podem agravar a função renal.,NSAIDs reduce renal blood flow and may worsen renal function.,"Evitar AINE em insuficiência renal; se inevitável, usar a menor dose e vigiar creatinina.","Avoid NSAIDs in renal impairment; if unavoidable, use the lowest dose and monitor creatinine.",EMC-UK (MHRA) — SmPC aprovada Naproxeno: https://www.medicines.org.uk/emc/product/13237/smpc,EMC-UK (MHRA) — approved Naproxen SmPC: https://www.medicines.org.uk/emc/product/13237/smpc,publicado
naproxeno_doenca_cardiovascular,naproxeno,doenca_cardiovascular,precaution,moderate,Os AINE podem aumentar o risco de eventos cardiovasculares e reter líquidos.,NSAIDs may increase the risk of cardiovascular events and cause fluid retention.,Usar com precaução em doentes com doença cardiovascular; preferir a menor dose e duração.,Use with caution in cardiovascular disease; prefer the lowest dose and duration.,EMC-UK (MHRA) — SmPC aprovada Naproxeno: https://www.medicines.org.uk/emc/product/13237/smpc,EMC-UK (MHRA) — approved Naproxen SmPC: https://www.medicines.org.uk/emc/product/13237/smpc,publicado
celecoxib_ulcera_peptica_ativa,celecoxib,ulcera_peptica_ativa,contraindication,critical,"Apesar da seletividade COX-2, o celecoxib mantém risco de complicação de úlcera ativa.","Despite COX-2 selectivity, celecoxib still carries a risk of active ulcer complications.",Contraindicado em úlcera ativa; procurar alternativa.,Contraindicated in active ulcer; seek an alternative.,EMC-UK (MHRA) — SmPC aprovada Celecoxib: https://www.medicines.org.uk/emc/product/5533/smpc,EMC-UK (MHRA) — approved Celecoxib SmPC: https://www.medicines.org.uk/emc/product/5533/smpc,publicado
celecoxib_doenca_cardiovascular,celecoxib,doenca_cardiovascular,precaution,moderate,Os coxibes aumentam o risco de eventos trombóticos cardiovasculares.,Coxibs increase the risk of cardiovascular thrombotic events.,Usar com precaução; evitar em doença cardíaca isquémica ou AVC recente.,Use with caution; avoid in ischaemic heart disease or recent stroke.,EMC-UK (MHRA) — SmPC aprovada Celecoxib: https://www.medicines.org.uk/emc/product/5533/smpc,EMC-UK (MHRA) — approved Celecoxib SmPC: https://www.medicines.org.uk/emc/product/5533/smpc,publicado
celecoxib_doenca_renal_cronica,celecoxib,doenca_renal_cronica,precaution,moderate,"Os AINE, incluindo coxibes, podem reduzir a função renal.","NSAIDs, including coxibs, may reduce renal function.",Vigiar creatinina e diurese; usar a menor dose possível.,Monitor creatinine and urine output; use the lowest dose.,EMC-UK (MHRA) — SmPC aprovada Celecoxib: https://www.medicines.org.uk/emc/product/5533/smpc,EMC-UK (MHRA) — approved Celecoxib SmPC: https://www.medicines.org.uk/emc/product/5533/smpc,publicado
celecoxib_asma_aine,celecoxib,asma_aine,precaution,moderate,Risco de broncospasmo em doentes sensíveis a AINE.,Risk of bronchospasm in NSAID-sensitive patients.,Usar com precaução; evitar em asma sensível a aspirina.,Use with caution; avoid in aspirin-sensitive asthma.,EMC-UK (MHRA) — SmPC aprovada Celecoxib: https://www.medicines.org.uk/emc/product/5533/smpc,EMC-UK (MHRA) — approved Celecoxib SmPC: https://www.medicines.org.uk/emc/product/5533/smpc,publicado
metotrexato_doenca_hepatica_ativa,metotrexato,doenca_hepatica_ativa,contraindication,critical,O metotrexato é hepatotóxico e pode agravar doença hepática ativa.,Methotrexate is hepatotoxic and may worsen active liver disease.,Contraindicado em doença hepática ativa; monitorizar transaminases na terapêutica.,Contraindicated in active liver disease; monitor transaminases on therapy.,EMC-UK (MHRA) — SmPC aprovada Metotrexato: https://www.medicines.org.uk/emc/product/511/smpc,EMC-UK (MHRA) — approved Methotrexate SmPC: https://www.medicines.org.uk/emc/product/511/smpc,publicado
metotrexato_insuficiencia_renal_grave,metotrexato,insuficiencia_renal_grave,contraindication,critical,O metotrexato é excretado por via renal; a insuficiência renal grave eleva a toxicidade.,Methotrexate is renally excreted; severe renal impairment raises toxicity.,Contraindicado em insuficiência renal grave; ajustar dose na insuficiência moderada.,Contraindicated in severe renal impairment; adjust dose in moderate impairment.,EMC-UK (MHRA) — SmPC aprovada Metotrexato: https://www.medicines.org.uk/emc/product/511/smpc,EMC-UK (MHRA) — approved Methotrexate SmPC: https://www.medicines.org.uk/emc/product/511/smpc,publicado
metotrexato_alcoolismo,metotrexato,alcoolismo,precaution,moderate,O álcool adiciona hepatotoxicidade à do metotrexato.,Alcohol adds hepatotoxicity to that of methotrexate.,Aconselhar abstinência alcoólica durante o tratamento.,Advise alcohol abstinence during treatment.,EMC-UK (MHRA) — SmPC aprovada Metotrexato: https://www.medicines.org.uk/emc/product/511/smpc,EMC-UK (MHRA) — approved Methotrexate SmPC: https://www.medicines.org.uk/emc/product/511/smpc,publicado
leflunomida_doenca_hepatica_ativa,leflunomida,doenca_hepatica_ativa,contraindication,critical,"A leflunomida pode causar lesão hepática grave, sobretudo em doença hepática prévia.","Leflunomide may cause severe liver injury, especially with pre-existing liver disease.",Contraindicado; monitorizar transaminases mensalmente na terapêutica.,Contraindicated; monitor transaminases monthly on therapy.,EMC-UK (MHRA) — SmPC aprovada Leflunomida: https://www.medicines.org.uk/emc/product/4944/smpc,EMC-UK (MHRA) — approved Leflunomide SmPC: https://www.medicines.org.uk/emc/product/4944/smpc,publicado
leflunomida_infeccao_ativa,leflunomida,infeccao_ativa,precaution,moderate,A imunossupressão pela leflunomida pode agravar infeções.,Immunosuppression from leflunomide may worsen infections.,Avaliar e tratar infeções antes de iniciar; vigiar sinais de infeção.,Assess and treat infections before starting; watch for signs of infection.,EMC-UK (MHRA) — SmPC aprovada Leflunomida: https://www.medicines.org.uk/emc/product/4944/smpc,EMC-UK (MHRA) — approved Leflunomide SmPC: https://www.medicines.org.uk/emc/product/4944/smpc,publicado
leflunomida_doenca_renal_grave,leflunomida,doenca_renal_grave,precaution,moderate,A eliminação reduzida pode aumentar a exposição e a toxicidade.,Reduced elimination may increase exposure and toxicity.,Usar com precaução e monitorizar função renal.,Use with caution and monitor renal function.,EMC-UK (MHRA) — SmPC aprovada Leflunomida: https://www.medicines.org.uk/emc/product/4944/smpc,EMC-UK (MHRA) — approved Leflunomide SmPC: https://www.medicines.org.uk/emc/product/4944/smpc,publicado
colchicina_insuficiencia_renal_grave,colchicina,insuficiencia_renal_grave,contraindication,critical,"A colchicina acumula-se em insuficiência renal, com risco de toxicidade grave.","Colchicine accumulates in renal impairment, with risk of severe toxicity.",Contraindicado em insuficiência renal grave; ajustar dose na moderada.,Contraindicated in severe renal impairment; adjust dose in moderate impairment.,EMC-UK (MHRA) — SmPC aprovada Colchicina: https://www.medicines.org.uk/emc/product/14362/smpc,EMC-UK (MHRA) — approved Colchicine SmPC: https://www.medicines.org.uk/emc/product/14362/smpc,publicado
colchicina_insuficiencia_hepatica_grave,colchicina,insuficiencia_hepatica_grave,contraindication,critical,O metabolismo hepático reduzido eleva as concentrações de colchicina.,Reduced hepatic metabolism raises colchicine concentrations.,Contraindicado em insuficiência hepática grave.,Contraindicated in severe hepatic impairment.,EMC-UK (MHRA) — SmPC aprovada Colchicina: https://www.medicines.org.uk/emc/product/14362/smpc,EMC-UK (MHRA) — approved Colchicine SmPC: https://www.medicines.org.uk/emc/product/14362/smpc,publicado
colchicina_doenca_gastrointestinal,colchicina,doenca_gastrointestinal,precaution,moderate,A colchicina causa diarreia e pode agravar doença GI inflamatória.,Colchicine causes diarrhoea and may worsen inflammatory GI disease.,Usar com precaução; vigiar diarreia grave (sinal de toxicidade).,Use with caution; watch for severe diarrhoea (sign of toxicity).,EMC-UK (MHRA) — SmPC aprovada Colchicina: https://www.medicines.org.uk/emc/product/14362/smpc,EMC-UK (MHRA) — approved Colchicine SmPC: https://www.medicines.org.uk/emc/product/14362/smpc,publicado
febuxostat_doenca_cardiovascular,febuxostat,doenca_cardiovascular,precaution,moderate,"Em estudos, o febuxostat associou-se a maior risco cardiovascular em relação ao alopurinol.","In trials, febuxostat was associated with higher cardiovascular risk versus allopurinol.",Usar com precaução em doentes com doença cardiovascular prévia.,Use with caution in patients with prior cardiovascular disease.,EMC-UK (MHRA) — SmPC aprovada Febuxostat: https://www.medicines.org.uk/emc/product/487/smpc,EMC-UK (MHRA) — approved Febuxostat SmPC: https://www.medicines.org.uk/emc/product/487/smpc,publicado
febuxostat_insuficiencia_renal_grave,febuxostat,insuficiencia_renal_grave,precaution,moderate,A excreção renal reduzida aumenta a exposição ao febuxostat.,Reduced renal excretion increases febuxostat exposure.,Usar com precaução e monitorizar função renal.,Use with caution and monitor renal function.,EMC-UK (MHRA) — SmPC aprovada Febuxostat: https://www.medicines.org.uk/emc/product/487/smpc,EMC-UK (MHRA) — approved Febuxostat SmPC: https://www.medicines.org.uk/emc/product/487/smpc,publicado
alendronato_doenca_esofagica,alendronato,doenca_esofagica,contraindication,critical,O alendronato pode causar esofagite grave; está contraindicado em alterações esofágicas que atrasem o trânsito.,Alendronate may cause severe oesophagitis; contraindicated in oesophageal abnormalities delaying transit.,Contraindicado em estenose/acalasia e dificuldade de deglutição.,Contraindicated in stricture/achalasia and swallowing difficulty.,EMC-UK (MHRA) — SmPC aprovada Alendronato: https://www.medicines.org.uk/emc/product/5206/smpc,EMC-UK (MHRA) — approved Alendronate SmPC: https://www.medicines.org.uk/emc/product/5206/smpc,publicado
alendronato_hipocalcemia,alendronato,hipocalcemia,contraindication,critical,O alendronato deve ser usado apenas com calcemia corrigida.,Alendronate should only be used once calcium is corrected.,Corrigir hipocalcémia e défice de vitamina D antes de iniciar.,Correct hypocalcaemia and vitamin D deficiency before starting.,EMC-UK (MHRA) — SmPC aprovada Alendronato: https://www.medicines.org.uk/emc/product/5206/smpc,EMC-UK (MHRA) — approved Alendronate SmPC: https://www.medicines.org.uk/emc/product/5206/smpc,publicado
alendronato_insuficiencia_renal_grave,alendronato,insuficiencia_renal_grave,contraindication,critical,O alendronato não é recomendado com depuração de creatinina < 35 mL/min.,Alendronate is not recommended with creatinine clearance < 35 mL/min.,Contraindicado; considerar alternativa terapêutica.,Contraindicated; consider an alternative.,EMC-UK (MHRA) — SmPC aprovada Alendronato: https://www.medicines.org.uk/emc/product/5206/smpc,EMC-UK (MHRA) — approved Alendronate SmPC: https://www.medicines.org.uk/emc/product/5206/smpc,publicado
calcitriol_hipercalcemia,calcitriol,hipercalcemia,contraindication,critical,O calcitriol eleva a calcemia e agrava a hipercalcémia.,Calcitriol raises serum calcium and worsens hypercalcaemia.,Contraindicado; suspender suplementos de cálcio e vigiar calcemia.,Contraindicated; stop calcium supplements and monitor serum calcium.,EMC-UK (MHRA) — SmPC aprovada Calcitriol: https://www.medicines.org.uk/emc/product/101902/smpc,EMC-UK (MHRA) — approved Calcitriol SmPC: https://www.medicines.org.uk/emc/product/101902/smpc,publicado
calcitriol_litase_renal,calcitriol,litase_renal,precaution,moderate,A hipercalciúria induzida pode favorecer a formação de cálculos.,Induced hypercalciuria may favour stone formation.,Vigiar calcemia e calciúria; garantir hidratação adequada.,Monitor serum calcium and urine calcium; ensure adequate hydration.,EMC-UK (MHRA) — SmPC aprovada Calcitriol: https://www.medicines.org.uk/emc/product/101902/smpc,EMC-UK (MHRA) — approved Calcitriol SmPC: https://www.medicines.org.uk/emc/product/101902/smpc,publicado
aspirina_doenca_renal_cronica,aspirina,doenca_renal_cronica,precaution,moderate,A aspirina (em dose AINE) pode reduzir a função renal.,Aspirin (at NSAID dose) may reduce renal function.,Usar a menor dose eficaz e vigiar creatinina em insuficiência renal.,Use the lowest effective dose and monitor creatinine in renal impairment.,EMC-UK (MHRA) — SmPC aprovada Ácido acetilsalicílico: https://www.medicines.org.uk/emc/product/8627/smpc,EMC-UK (MHRA) — approved Aspirin SmPC: https://www.medicines.org.uk/emc/product/8627/smpc,publicado
ibuprofeno_ulcera_peptica_ativa,ibuprofeno,ulcera_peptica_ativa,contraindication,critical,Os AINE podem agravar ou perfurar úlcera ativa.,NSAIDs may worsen or perforate an active ulcer.,Contraindicado; procurar alternativa (paracetamol).,Contraindicated; seek an alternative (paracetamol).,EMC-UK (MHRA) — SmPC aprovada Ibuprofeno: https://www.medicines.org.uk/emc/product/6713/smpc,EMC-UK (MHRA) — approved Ibuprofen SmPC: https://www.medicines.org.uk/emc/product/6713/smpc,publicado
ibuprofeno_asma_aine,ibuprofeno,asma_aine,precaution,moderate,Risco de broncospasmo em doentes sensíveis a AINE.,Risk of bronchospasm in NSAID-sensitive patients.,Evitar em asma sensível a aspirina; usar com precaução.,Avoid in aspirin-sensitive asthma; use with caution.,EMC-UK (MHRA) — SmPC aprovada Ibuprofeno: https://www.medicines.org.uk/emc/product/6713/smpc,EMC-UK (MHRA) — approved Ibuprofen SmPC: https://www.medicines.org.uk/emc/product/6713/smpc,publicado
ibuprofeno_doenca_renal_cronica,ibuprofeno,doenca_renal_cronica,precaution,moderate,Os AINE podem agravar a função renal.,NSAIDs may worsen renal function.,Evitar ou usar a menor dose com monitorização de creatinina.,Avoid or use the lowest dose with creatinine monitoring.,EMC-UK (MHRA) — SmPC aprovada Ibuprofeno: https://www.medicines.org.uk/emc/product/6713/smpc,EMC-UK (MHRA) — approved Ibuprofen SmPC: https://www.medicines.org.uk/emc/product/6713/smpc,publicado
ibuprofeno_doenca_cardiovascular,ibuprofeno,doenca_cardiovascular,precaution,moderate,Os AINE podem aumentar o risco cardiovascular.,NSAIDs may increase cardiovascular risk.,Usar com precaução em doença cardiovascular.,Use with caution in cardiovascular disease.,EMC-UK (MHRA) — SmPC aprovada Ibuprofeno: https://www.medicines.org.uk/emc/product/6713/smpc,EMC-UK (MHRA) — approved Ibuprofen SmPC: https://www.medicines.org.uk/emc/product/6713/smpc,publicado
diclofenac_ulcera_peptica_ativa,diclofenac,ulcera_peptica_ativa,contraindication,critical,Os AINE podem agravar ou perfurar úlcera ativa.,NSAIDs may worsen or perforate an active ulcer.,Contraindicado; procurar alternativa.,Contraindicated; seek an alternative.,EMC-UK (MHRA) — SmPC aprovada Diclofenac: https://www.medicines.org.uk/emc/product/4333/smpc,EMC-UK (MHRA) — approved Diclofenac SmPC: https://www.medicines.org.uk/emc/product/4333/smpc,publicado
diclofenac_asma_aine,diclofenac,asma_aine,precaution,moderate,Risco de broncospasmo em doentes sensíveis a AINE.,Risk of bronchospasm in NSAID-sensitive patients.,Evitar em asma sensível a aspirina.,Avoid in aspirin-sensitive asthma.,EMC-UK (MHRA) — SmPC aprovada Diclofenac: https://www.medicines.org.uk/emc/product/4333/smpc,EMC-UK (MHRA) — approved Diclofenac SmPC: https://www.medicines.org.uk/emc/product/4333/smpc,publicado
diclofenac_doenca_renal_cronica,diclofenac,doenca_renal_cronica,precaution,moderate,Os AINE podem agravar a função renal.,NSAIDs may worsen renal function.,Evitar ou usar a menor dose com monitorização de creatinina.,Avoid or use the lowest dose with creatinine monitoring.,EMC-UK (MHRA) — SmPC aprovada Diclofenac: https://www.medicines.org.uk/emc/product/4333/smpc,EMC-UK (MHRA) — approved Diclofenac SmPC: https://www.medicines.org.uk/emc/product/4333/smpc,publicado
diclofenac_doenca_cardiovascular,diclofenac,doenca_cardiovascular,precaution,moderate,Os AINE podem aumentar o risco cardiovascular.,NSAIDs may increase cardiovascular risk.,Usar com precaução em doença cardiovascular.,Use with caution in cardiovascular disease.,EMC-UK (MHRA) — SmPC aprovada Diclofenac: https://www.medicines.org.uk/emc/product/4333/smpc,EMC-UK (MHRA) — approved Diclofenac SmPC: https://www.medicines.org.uk/emc/product/4333/smpc,publicado
alopurinol_insuficiencia_renal_grave,alopurinol,insuficiencia_renal_grave,precaution,moderate,A excreção renal reduzida aumenta o risco de hipersensibilidade ao alopurinol.,Reduced renal excretion increases the risk of allopurinol hypersensitivity.,Ajustar a dose à função renal e monitorizar.,Adjust dose to renal function and monitor.,EMC-UK (MHRA) — SmPC aprovada Alopurinol: https://www.medicines.org.uk/emc/product/100235/smpc,EMC-UK (MHRA) — approved Allopurinol SmPC: https://www.medicines.org.uk/emc/product/100235/smpc,publicado
alopurinol_sindrome_hipersensibilidade,alopurinol,sindrome_hipersensibilidade,contraindication,critical,História prévia de reação grave ao alopurinol contra-indica a reintrodução.,Prior severe reaction to allopurinol contraindicates reintroduction.,Contraindicado; considerar alternativa (febuxostat) com precaução.,Contraindicated; consider an alternative (febuxostat) with caution.,EMC-UK (MHRA) — SmPC aprovada Alopurinol: https://www.medicines.org.uk/emc/product/100235/smpc,EMC-UK (MHRA) — approved Allopurinol SmPC: https://www.medicines.org.uk/emc/product/100235/smpc,publicado
azatioprina_deficiencia_tpmt,azatioprina,deficiencia_tpmt,contraindication,critical,A deficiência de tiopurina-metiltransferase (TPMT) predispõe a mielossupressão grave.,Thiopurine methyltransferase (TPMT) deficiency predisposes to severe marrow suppression.,Testar TPMT antes de iniciar; contraindicado se deficiência total.,Test TPMT before starting; contraindicated in complete deficiency.,EMC-UK (MHRA) — SmPC aprovada Azatioprina: https://www.medicines.org.uk/emc/product/14296/smpc,EMC-UK (MHRA) — approved Azathioprine SmPC: https://www.medicines.org.uk/emc/product/14296/smpc,publicado
azatioprina_doenca_hepatica_ativa,azatioprina,doenca_hepatica_ativa,precaution,moderate,A azatioprina pode causar hepatotoxicidade.,Azathioprine may cause hepatotoxicity.,Monitorizar função hepática na terapêutica.,Monitor liver function on therapy.,EMC-UK (MHRA) — SmPC aprovada Azatioprina: https://www.medicines.org.uk/emc/product/14296/smpc,EMC-UK (MHRA) — approved Azathioprine SmPC: https://www.medicines.org.uk/emc/product/14296/smpc,publicado
prednisolona_infeccao_ativa,prednisolona,infeccao_ativa,contraindication,critical,"Os corticosteroides podem mascarar e agravar infeções, incluindo varicela grave.","Corticosteroids may mask and worsen infections, including severe varicella.",Evitar em infeções sistémicas ativas sem antibioterapia; vacinação em dia antes de terapêutica prolongada.,Avoid in active systemic infections without antibiotic cover; keep vaccinations up to date before long-term therapy.,EMC-UK (MHRA) — SmPC aprovada Prednisolona: https://www.medicines.org.uk/emc/product/2427/smpc,EMC-UK (MHRA) — approved Prednisolone SmPC: https://www.medicines.org.uk/emc/product/2427/smpc,publicado
prednisolona_diabetes_mellitus,prednisolona,diabetes_mellitus,precaution,moderate,Os corticosteroides elevam a glicemia.,Corticosteroids raise blood glucose.,Monitorizar glicemia e ajustar antidiabéticos durante a terapêutica.,Monitor blood glucose and adjust antidiabetics during therapy.,EMC-UK (MHRA) — SmPC aprovada Prednisolona: https://www.medicines.org.uk/emc/product/2427/smpc,EMC-UK (MHRA) — approved Prednisolone SmPC: https://www.medicines.org.uk/emc/product/2427/smpc,publicado
prednisolona_osteoporose,prednisolona,osteoporose,precaution,moderate,O uso prolongado de corticosteroides acelera a perda óssea.,Long-term corticosteroids accelerate bone loss.,Usar a menor dose/duração; considerar cálcio + vitamina D e vigiar densidade óssea.,Use the lowest dose/duration; consider calcium + vitamin D and monitor bone density.,EMC-UK (MHRA) — SmPC aprovada Prednisolona: https://www.medicines.org.uk/emc/product/2427/smpc,EMC-UK (MHRA) — approved Prednisolone SmPC: https://www.medicines.org.uk/emc/product/2427/smpc,publicado
prednisolona_glaucoma,prednisolona,glaucoma,precaution,moderate,Os corticosteroides podem elevar a pressão intraocular.,Corticosteroids may raise intraocular pressure.,Monitorizar pressão intraocular em terapêuticas prolongadas.,Monitor intraocular pressure on long-term therapy.,EMC-UK (MHRA) — SmPC aprovada Prednisolona: https://www.medicines.org.uk/emc/product/2427/smpc,EMC-UK (MHRA) — approved Prednisolone SmPC: https://www.medicines.org.uk/emc/product/2427/smpc,publicado
hidroxicloroquina_doenca_retina,hidroxicloroquina,doenca_retina,precaution,moderate,A hidroxicloroquina pode causar retinopatia cumulativa irreversível.,Hydroxychloroquine may cause cumulative irreversible retinopathy.,Avaliação oftalmológica basal e periódica (sobretudo > 5 anos ou fator de risco).,Baseline and periodic ophthalmological review (especially > 5 years or risk factors).,EMC-UK (MHRA) — SmPC aprovada Hidroxicloroquina: https://www.medicines.org.uk/emc/product/11540/smpc,EMC-UK (MHRA) — approved Hydroxychloroquine SmPC: https://www.medicines.org.uk/emc/product/11540/smpc,publicado
hidroxicloroquina_doenca_hepatica_ativa,hidroxicloroquina,doenca_hepatica_ativa,precaution,moderate,O metabolismo hepático reduzido pode aumentar a exposição.,Reduced hepatic metabolism may increase exposure.,Usar com precaução e monitorizar função hepática.,Use with caution and monitor liver function.,EMC-UK (MHRA) — SmPC aprovada Hidroxicloroquina: https://www.medicines.org.uk/emc/product/11540/smpc,EMC-UK (MHRA) — approved Hydroxychloroquine SmPC: https://www.medicines.org.uk/emc/product/11540/smpc,publicado
cetirizina_insuficiencia_renal_grave,cetirizina,insuficiencia_renal_grave,precaution,moderate,A cetirizina é excretada por via renal; na insuficiência grave a dose deve ser reduzida.,Cetirizine is renally excreted; in severe impairment the dose must be reduced.,Reduzir a dose (ex.: 5 mg/dia) em insuficiência renal grave.,Reduce the dose (e.g. 5 mg/day) in severe renal impairment.,EMC-UK (MHRA) — SmPC aprovada Cetirizina: https://www.medicines.org.uk/emc/product/3217/smpc,EMC-UK (MHRA) — approved Cetirizine SmPC: https://www.medicines.org.uk/emc/product/3217/smpc,publicado
loratadina_insuficiencia_hepatica_grave,loratadina,insuficiencia_hepatica_grave,precaution,moderate,O metabolismo hepático reduzido pode aumentar a exposição à loratadina.,Reduced hepatic metabolism may increase loratadine exposure.,Usar com precaução; dose inicial alternativa em insuficiência hepática grave.,Use with caution; alternative initial dose in severe hepatic impairment.,EMC-UK (MHRA) — SmPC aprovada Loratadina: https://www.medicines.org.uk/emc/product/10942/smpc,EMC-UK (MHRA) — approved Loratadine SmPC: https://www.medicines.org.uk/emc/product/10942/smpc,publicado
