slug,farmaco_a_slug,farmaco_b_slug,severidade,resumo_pt,resumo_en,resumo_pro_pt,resumo_pro_en,explicacao_pt,explicacao_en,mecanismo_pt,mecanismo_en,conselho_pt,conselho_en,monitorizacao_pt,monitorizacao_en,red_flags_pt,red_flags_en,fonte_pt,fonte_en,estado,data_revisao
claritromicina_mefloquina,claritromicina,mefloquina,moderate,Efeito aditivo no QT; a Claritromicina pode ainda elevar os níveis de Mefloquina.,Additive QT effect; Clarithromycin may also raise Mefloquine levels.,Mefloquina + claritromicina: prolongamento aditivo do QT e aumento dos níveis de mefloquina (inibição do CYP3A4). Evitar a associação.,Mefloquine + clarithromycin: additive QT prolongation and raised mefloquine levels (CYP3A4 inhibition). Avoid the combination.,"A mefloquina é metabolizada em parte pelo CYP3A4 e prolonga o intervalo QT; a claritromicina inibe o CYP3A4 (elevando os níveis de mefloquina) e também prolonga o QT, pelo que o risco de arritmias ventriculares é aditivo. Em doentes a receber mefloquina, preferir outro antibiótico e outro antimalárico quando possível; se a associação for inevitável, vigiar ECG e eletrólitos.","Mefloquine is partly metabolised by CYP3A4 and prolongs the QT interval; clarithromycin inhibits CYP3A4 (raising mefloquine levels) and also prolongs the QT, so the ventricular arrhythmia risk is additive. In patients receiving mefloquine, prefer another antibiotic and another antimalarial when possible; if the combination is unavoidable, monitor the ECG and electrolytes.",Prolongamento do QT aditivo + inibição do metabolismo da Mefloquina (CYP3A4).,Additive QT prolongation + inhibition of Mefloquine metabolism (CYP3A4).,Precaução; monitorizar ECG e sinais de toxicidade.,Caution; monitor ECG and signs of toxicity.,ECG (QTc) e eletrólitos.,ECG (QTc) and electrolytes.,"Palpitações, tonturas, convulsões.","Palpitations, dizziness, seizures.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Mefloquina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09716a24-d7da-42b2-af29-c03a1b6670bd ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,DailyMed/FDA (NIH/NLM) — approved Mefloquine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09716a24-d7da-42b2-af29-c03a1b6670bd ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,publicado,2026-08-03
claritromicina_quinina,claritromicina,quinina,moderate,A Claritromicina inibe o metabolismo da Quinina e prolonga o QT — risco de toxicidade e arritmias.,Clarithromycin inhibits Quinine metabolism and prolongs QT — risk of toxicity and arrhythmias.,Quinina + claritromicina: a claritromicina eleva os níveis de quinina (inibição do CYP3A4) e ambas prolongam o QT. Evitar a associação.,Quinine + clarithromycin: clarithromycin raises quinine levels (CYP3A4 inhibition) and both prolong the QT. Avoid the combination.,"A quinina é metabolizada pelo CYP3A4 e prolonga o intervalo QT; a claritromicina inibe o CYP3A4, podendo aumentar as concentrações de quinina (com risco de cinconismo e toxicidade cardíaca), e prolonga também o QT — o risco de torsades de pointes é aditivo. Durante o tratamento da malária com quinina, preferir um antibiótico sem interação; se a associação for inevitável, vigiar ECG, níveis de quinina e sinais de toxicidade.","Quinine is metabolised by CYP3A4 and prolongs the QT interval; clarithromycin inhibits CYP3A4, potentially raising quinine concentrations (with risk of cinchonism and cardiac toxicity), and also prolongs the QT — the torsades de pointes risk is additive. During quinine malaria treatment, prefer a non-interacting antibiotic; if the combination is unavoidable, monitor the ECG, quinine levels and toxicity signs.",Inibição do CYP3A4 (aumenta a Quinina) + prolongamento aditivo do QT.,CYP3A4 inhibition (raises Quinine) + additive QT prolongation.,"Evitar; se necessário, reduzir a Quinina e monitorizar.","Avoid; if needed, reduce Quinine and monitor.","ECG, sinais de cinconismo e de arritmia.","ECG, signs of cinchonism and arrhythmia.","Acufenos, alterações visuais, palpitações.","Tinnitus, visual changes, palpitations.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Quinina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f32f05c-a215-40be-b951-e41a7b54a8a0 ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,DailyMed/FDA (NIH/NLM) — approved Quinine label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f32f05c-a215-40be-b951-e41a7b54a8a0 ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,publicado,2026-08-03
claritromicina_rifabutina,claritromicina,rifabutina,moderate,Interacao bidirecional: a Claritromicina aumenta os niveis de Rifabutina (risco de uveite e neutropenia) e a Rifabutina reduz os da Claritromicina.,Two-way interaction: Clarithromycin raises Rifabutin levels (risk of uveitis and neutropenia) and Rifabutin lowers Clarithromycin levels.,"Rifabutina + claritromicina: a rifabutina reduz os níveis de claritromicina e a claritromicina eleva os de rifabutina (risco de uveíte, neutropenia). Vigiar ambos.","Rifabutin + clarithromycin: rifabutin lowers clarithromycin levels and clarithromycin raises rifabutin levels (risk of uveitis, neutropenia). Monitor both.","A interação é bidirecional: a rifabutina induz o CYP3A4 e reduz as concentrações de claritromicina (comprometendo a eficácia), enquanto a claritromicina inibe o CYP3A4 e aumenta os níveis de rifabutina, elevando o risco de uveíte, neutropenia e artralgias. Em esquemas de micobacteriose (ex.: complexo Mycobacterium avium) com os dois fármacos, recomenda-se reduzir a dose de rifabutina (frequentemente para metade), vigiar hemograma, sintomas oculares e a resposta clínica.","The interaction is bidirectional: rifabutin induces CYP3A4 and lowers clarithromycin concentrations (compromising efficacy), while clarithromycin inhibits CYP3A4 and raises rifabutin levels, increasing the risk of uveitis, neutropenia and arthralgia. In mycobacterial regimens (e.g. Mycobacterium avium complex) with both drugs, reduce the rifabutin dose (often by half), monitor the blood count, ocular symptoms and the clinical response.",Inibicao do CYP3A4 pela claritromicina mais inducao pela rifabutina.,CYP3A4 inhibition by clarithromycin plus induction by rifabutin.,Reduzir a dose de rifabutina (ex.: 150 mg por dia ou intermitente) e vigiar toxicidade.,Reduce the rifabutin dose (e.g. 150 mg/day or intermittent) and watch for toxicity.,Exame oftalmologico (dor e vermelhidao ocular) e hemograma.,Ophthalmic review (eye pain and redness) and blood count.,"Dor ocular, vermelhidao, visao turva (uveite); febre, neutropenia.","Eye pain, redness, blurred vision (uveitis); fever, neutropenia.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Rifabutina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c2026b67-4755-4236-96b6-a6b5e7399707 ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,DailyMed/FDA (NIH/NLM) — approved Rifabutin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c2026b67-4755-4236-96b6-a6b5e7399707 ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67,publicado,2026-08-03
claritromicina_tadalafil,claritromicina,tadalafil,moderate,"A claritromicina pode aumentar os níveis de tadalafil no sangue, com maior risco de efeitos secundários. Vigiar e considerar ajuste de dose.","Clarithromycin can raise tadalafil blood levels, with a higher risk of side effects. Monitor and consider dose adjustment.","CYP3A4: a claritromicina (inibidor) aumenta a exposição do tadalafil; ajustar como com outros inibidores fortes (ocasional máx. 10 mg/72 h; diário máx. 2,5 mg).",CYP3A4: clarithromycin (inhibitor) increases tadalafil exposure; adjust as with other strong inhibitors (as-needed max. 10 mg/72 h; daily max. 2.5 mg).,"O tadalafil é metabolizado pelo CYP3A4; inibidores desta enzima, como a claritromicina, aumentam as concentrações plasmáticas e a incidência de efeitos adversos. O rótulo recomenda os mesmos ajustes de dose que para o cetoconazol.","Tadalafil is metabolised by CYP3A4; inhibitors of this enzyme, such as clarithromycin, raise plasma concentrations and the incidence of adverse effects. The label recommends the same dose adjustments as for ketoconazole.",Inibição do CYP3A4 pela claritromicina.,CYP3A4 inhibition by clarithromycin.,Ajustar a dose do tadalafil conforme o rótulo durante o curso de claritromicina.,Adjust the tadalafil dose per the label during the clarithromycin course.,Efeitos adversos do tadalafil.,Tadalafil adverse effects.,"Cefaleia intensa, hipotensão sintomática, priapismo.","Severe headache, symptomatic hypotension, priapism.","DailyMed/FDA (NIH/NLM) — rótulo aprovado Tadalafil: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcd8f8ab-81a2-4891-83db-24a0b0e25895 ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed/FDA (NIH/NLM) — approved Tadalafil label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bcd8f8ab-81a2-4891-83db-24a0b0e25895 ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
claritromicina_teofilina,claritromicina,teofilina,moderate,"A claritromicina inibe o metabolismo da teofilina e pode aumentar os seus níveis, com risco de toxicidade (náuseas, taquicardia, convulsões).","Clarithromycin inhibits theophylline metabolism and may raise its levels, with a risk of toxicity (nausea, tachycardia, seizures).","Teofilina + claritromicina: a claritromicina inibe o metabolismo da teofilina e pode elevar os seus níveis, com risco de toxicidade. Vigiar níveis de teofilina.","Theophylline + clarithromycin: clarithromycin inhibits theophylline metabolism and may raise its levels, with risk of toxicity. Monitor theophylline levels.","A teofilina é metabolizada pelo CYP1A2 e CYP3A4; a claritromicina inibe o CYP3A4 e pode aumentar as suas concentrações, com risco de toxicidade (náuseas, vómitos, taquicardia, tremores e, em casos graves, convulsões e arritmias). A teofilina tem janela terapêutica estreita, pelo que se recomenda vigiar os seus níveis plasmáticos e reduzir a dose se necessário durante a associação.","Theophylline is metabolised by CYP1A2 and CYP3A4; clarithromycin inhibits CYP3A4 and can raise its concentrations, with risk of toxicity (nausea, vomiting, tachycardia, tremor and, in severe cases, seizures and arrhythmias). Theophylline has a narrow therapeutic window, so monitor its plasma levels and reduce the dose if needed during the combination.","A claritromicina inibe o CYP1A2/CYP3A4, reduzindo a depuração da teofilina, de margem terapêutica estreita.","Clarithromycin inhibits CYP1A2/CYP3A4, reducing the clearance of theophylline, which has a narrow therapeutic margin.",Vigiar os níveis de teofilina e reduzir a dose se necessário; considerar antibiótico alternativo.,Monitor theophylline levels and reduce the dose if needed; consider an alternative antibiotic.,"Vigiar náuseas, vómitos, taquicardia, tremores e sinais neurológicos (convulsões).","Monitor nausea, vomiting, tachycardia, tremor and neurological signs (seizures).","Taquicardia, arritmias, vómitos repetidos, convulsões.","Tachycardia, arrhythmias, repeated vomiting, seizures.","DailyMed (FDA) — rótulo aprovado Teofilina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e64036a-ee3e-42e7-9e59-881f88a4e298 ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Theophylline label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e64036a-ee3e-42e7-9e59-881f88a4e298 ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
claritromicina_vardenafil,claritromicina,vardenafil,moderate,"A claritromicina pode aumentar os níveis de vardenafil no sangue, com maior risco de efeitos secundários. Ajustar a dose (máx. 2,5 mg/24 h durante o curso).","Clarithromycin can raise vardenafil blood levels, with a higher risk of side effects. Adjust the dose (max. 2.5 mg/24 h during the course).","CYP3A4: a claritromicina é inibidora moderada/forte do CYP3A4; o rótulo limita o vardenafil a 2,5 mg/24 h com claritromicina.",CYP3A4: clarithromycin is a moderate/strong CYP3A4 inhibitor; the label limits vardenafil to 2.5 mg/24 h with clarithromycin.,"A claritromicina inibe o CYP3A4, aumentando a exposição ao vardenafil. O rótulo do vardenafil define, para inibidores como claritromicina e cetoconazol, dose máxima de 2,5 mg em 24 horas durante a coadministração.","Clarithromycin inhibits CYP3A4, increasing vardenafil exposure. The vardenafil label sets, for inhibitors such as clarithromycin and ketoconazole, a maximum dose of 2.5 mg in 24 hours during co-administration.",Inibição do CYP3A4 pela claritromicina.,CYP3A4 inhibition by clarithromycin.,"Limitar a dose de vardenafil a 2,5 mg/24 h durante o curso de claritromicina.",Limit vardenafil to 2.5 mg/24 h during the clarithromycin course.,Efeitos adversos do vardenafil.,Vardenafil adverse effects.,"Cefaleia intensa, hipotensão sintomática.","Severe headache, symptomatic hypotension.","DailyMed/FDA (NIH/NLM) — rótulo aprovado Vardenafil: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2782efed-6198-47b9-81ac-3e255e2ab7f6 ; rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed/FDA (NIH/NLM) — approved Vardenafil label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2782efed-6198-47b9-81ac-3e255e2ab7f6 ; approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
claritromicina_warfarina,claritromicina,warfarina,moderate,"A Claritromicina inibe o CYP3A4 e pode potenciar o efeito anticoagulante da Varfarina, com aumento do INR e do risco hemorrágico.","Clarithromycin inhibits CYP3A4 and may potentiate the anticoagulant effect of Warfarin, raising the INR and the bleeding risk.","A claritromicina inibe o CYP3A4 e reduz a flora intestinal, podendo aumentar muito o INR e o risco de hemorragia. Monitorizar o INR durante e após o antibiótico; considerar alternativa.","Clarithromycin inhibits CYP3A4 and reduces gut flora, potentially raising the INR and bleeding risk markedly. Monitor the INR during and after the antibiotic; consider an alternative.","A claritromicina é um inibidor potente do CYP3A4, a principal enzima do metabolismo do R-warfarin, e simultaneamente reduz a flora intestinal produtora de vitamina K. O resultado é a elevação do INR com risco hemorrágico acrescido, documentada em múltiplos relatos e referida nos rótulos aprovados. O efeito pode aparecer poucos dias após o início e persistir após a suspensão do antibiótico. Sempre que possível, escolher um antibiótico alternativo (ex.: azitromicina tem menor potencial de interação); se a claritromicina for necessária, monitorizar o INR com frequência e reduzir a dose de warfarina conforme necessário.","Clarithromycin is a potent CYP3A4 inhibitor, the main enzyme in R-warfarin metabolism, and simultaneously reduces the gut flora producing vitamin K. The result is INR elevation with increased bleeding risk, documented in many reports and mentioned in approved labels. The effect can appear within days of starting and persist after the antibiotic is stopped. Whenever possible, choose an alternative antibiotic (e.g. azithromycin has lower interaction potential); if clarithromycin is needed, monitor the INR frequently and reduce the warfarin dose as needed.","A Claritromicina é um inibidor potente do CYP3A4; reduz o metabolismo da Varfarina, elevando as suas concentrações plasmáticas e o INR.","Clarithromycin is a potent CYP3A4 inhibitor; it reduces Warfarin metabolism, raising plasma warfarin levels and the INR.",Ajustar a dose de varfarina com base no INR; considerar uma alternativa antibiótica quando possível.,Adjust the warfarin dose based on the INR; consider an alternative antibiotic when possible.,Vigiar o INR com frequência e sinais de hemorragia durante e após a associação.,Monitor the INR frequently and watch for bleeding signs during and after the combination.,"Hemorragia ativa, INR marcadamente elevado ou hematomas novos exigem intervenção urgente.","Active bleeding, a markedly elevated INR or new bruising require urgent intervention.","DailyMed/FDA (NIH/NLM) — rótulo aprovado Claritromicina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; rótulo aprovado Varfarina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=541c9a70-adaf-4ef3-94ba-ad4e70dfa057 — com referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed/FDA (NIH/NLM) — approved Clarithromycin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d836ae7e-fdbf-4dcb-a90d-ede1dcbc3e67 ; approved Warfarin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=541c9a70-adaf-4ef3-94ba-ad4e70dfa057 — with additional reference: Prontuário Terapêutico do INFARMED, INFARMED (11th ed., 2012)",publicado,2026-08-04
clopidogrel_dabigatrano,clopidogrel,dabigatrano,moderate,A associação dabigatrano + clopidogrel aumenta o risco de hemorragia.,Dabigatran plus clopidogrel increases bleeding risk.,Clopidogrel + dabigatrano: hemorragia aditiva (antiagregante + anticoagulante). Vigiar hemorragia e função renal.,Clopidogrel + dabigatran: additive bleeding (antiplatelet + anticoagulant). Watch bleeding and renal function.,"O clopidogrel inibe a agregação plaquetária e o dabigatrano inibe diretamente a trombina; a combinação soma os efeitos anticoagulantes e aumenta o risco de hemorragia major, incluindo hemorragia intracraniana e gastrointestinal. O rótulo do dabigatrano refere que o risco de hemorragia aumenta com o uso concomitante de ""outros medicamentos que afetam a hemostase, incluindo agentes antiplaquetários"" e adverte para o risco acrescido em doentes idosos, com insuficiência renal ou com baixo peso; o do clopidogrel refere que o risco de hemorragia aumenta com ""o uso concomitante de outros fármacos que aumentam o risco de hemorragia"". A associação é evitada na prática (a dupla/tríplice terapêutica em fibrilhação auricular usa-se por períodos curtos e com critérios restritos — ex.: após stent). Se utilizada, vigiar sinais de hemorragia, a função renal (o dabigatrano é eliminado por via renal) e considerar redução de dose do dabigatrano.","Clopidogrel inhibits platelet aggregation and dabigatran directly inhibits thrombin; the combination adds up the anticoagulant effects and increases the risk of major bleeding, including intracranial and gastrointestinal bleeding. The dabigatran label states that the bleeding risk increases with the concomitant use of ""other drugs affecting haemostasis, including antiplatelet agents"" and warns about the added risk in elderly patients, with renal impairment or low body weight; the clopidogrel label states that the bleeding risk increases with ""the concomitant use of other drugs that increase the risk of bleeding"". The combination is avoided in practice (dual/triple therapy in atrial fibrillation is used for short periods and with restricted criteria — e.g. after stenting). If used, monitor for bleeding signs, renal function (dabigatran is renally eliminated) and consider a dabigatran dose reduction.","Inibição combinada da trombina e do recetor P2Y12, com efeito hemorrágico aditivo.","Combined thrombin and P2Y12 inhibition, with an additive bleeding effect.",Usar apenas com indicação clara; ajustar a dose de dabigatrano à função renal.,Use only with a clear indication; adjust the dabigatran dose to renal function.,Vigiar hemograma e sinais de sangramento.,Monitor blood count and bleeding signs.,"Sangramento grave, melenas, hematemeses.","Severe bleeding, melaena, haematemesis.","DailyMed (FDA) — rótulo aprovado Dabigatrano: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7ea7e2c-ca54-4ecc-9fc7-bd3571b0ebc2 ; rótulo aprovado Clopidogrel: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55731d95-0c99-ff61-e063-6394a90a1ab5 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Dabigatran label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7ea7e2c-ca54-4ecc-9fc7-bd3571b0ebc2 ; approved Clopidogrel label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55731d95-0c99-ff61-e063-6394a90a1ab5 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
clopidogrel_enoxaparina,clopidogrel,enoxaparina,moderate,A enoxaparina com clopidogrel aumenta o risco de hemorragia major.,Enoxaparin with clopidogrel increases the risk of major bleeding.,Clopidogrel + enoxaparina: hemorragia aditiva (antiagregante + anticoagulante). Vigiar sinais de hemorragia; usar com precaução extrema.,Clopidogrel + enoxaparina: additive bleeding (antiplatelet + anticoagulant). Watch for bleeding signs; use with extreme caution.,"O clopidogrel (inibidor do P2Y12) e a enoxaparina (heparina de baixo peso molecular) atuam em vias diferentes da hemostase e o risco de hemorragia é aditivo: o rótulo do clopidogrel refere que ""os inibidores do P2Y12, incluindo o clopidogrel, aumentam o risco de hemorragia"" e que o risco aumenta ""com o uso concomitante de outros fármacos que aumentam o risco de hemorragia""; o da enoxaparina adverte que o risco de hematomas epidurais aumenta com ""o uso concomitante de outros fármacos que afetam a hemostase, como AINEs, inibidores plaquetários e outros anticoagulantes"" e recomenda precaução extrema com inibidores plaquetários. A associação é usada em contextos específicos (ex.: síndromes coronárias agudas sob intervenção, durante curto período de transição), mas exige: vigiar hemorragias (incluindo retroperitoneais e intracranianas), monitorizar o hemograma, e cumprir os intervalos recomendados entre doses em procedimentos (ex.: retirada do cateter epidural 12–24h após a dose de enoxaparina).","Clopidogrel (a P2Y12 inhibitor) and enoxaparin (a low molecular weight heparin) act on different haemostasis pathways and the bleeding risk is additive: the clopidogrel label states that ""P2Y12 inhibitors, including clopidogrel, increase the risk of bleeding"" and that the risk increases ""with the concomitant use of other drugs that increase the risk of bleeding""; the enoxaparin label warns that the risk of epidural haematomas increases with ""the concomitant use of other drugs that affect haemostasis, such as NSAIDs, platelet inhibitors and other anticoagulants"" and recommends extreme caution with platelet inhibitors. The combination is used in specific settings (e.g. acute coronary syndromes under intervention, during a short transition period), but requires: monitoring for bleeding (including retroperitoneal and intracranial), blood count monitoring, and respecting the recommended intervals between doses around procedures (e.g. epidural catheter removal 12–24h after the enoxaparin dose).","Anticoagulante (HBPM) + antiagregante (P2Y12), com hemorragia aditiva.","Anticoagulant (LMWH) + antiplatelet (P2Y12), with additive bleeding.",Utilizar com precaução em doentes com risco hemorrágico elevado; vigiar.,Use with caution in high bleeding-risk patients; monitor.,Vigiar hemograma e sinais clínicos de sangramento.,Monitor blood count and clinical signs of bleeding.,Hemorragia intracraniana ou gastrointestinal; equimoses espontâneas.,Intracranial or GI bleeding; spontaneous bruising.,"DailyMed (FDA) — rótulo aprovado Enoxaparina: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5017a927-2a24-4f27-89f9-27c805bf7d59 ; rótulo aprovado Clopidogrel: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55731d95-0c99-ff61-e063-6394a90a1ab5 — referência adicional: Prontuário Terapêutico do INFARMED (11.ª ed., 2012)","DailyMed (FDA) — approved Enoxaparin label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5017a927-2a24-4f27-89f9-27c805bf7d59 ; approved Clopidogrel label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55731d95-0c99-ff61-e063-6394a90a1ab5 — additional reference: Prontuário Terapêutico do INFARMED (11th ed., 2012)",publicado,
clopidogrel_omeprazol,clopidogrel,omeprazol,moderate,"Redução da eficácia do Clopidogrel. O Omeprazol inibe o CYP2C19, reduzindo a ativação do pró-fármaco.","Reduced Clopidogrel efficacy. Omeprazole inhibits CYP2C19, reducing pro-drug activation.","Clopidogrel + omeprazol: o omeprazol inibe o CYP2C19 e reduz a ativação do clopidogrel, diminuindo a proteção antiagregante. Evitar; preferir pantoprazol ou antagonista H2.","Clopidogrel + omeprazole: omeprazole inhibits CYP2C19 and reduces clopidogrel activation, decreasing antiplatelet protection. Avoid; prefer pantoprazole or an H2 antagonist.","O clopidogrel é uma pró-fármaco que depende do CYP2C19 para se converter no metabolito ativo; o omeprazol é um inibidor potente desta enzima e reduz a formação do metabolito ativo e a inibição plaquetária, com aumento documentado do risco de eventos cardiovasculares. O rótulo do clopidogrel desaconselha a coadministração com inibidores do CYP2C19 como o omeprazol e o esomeprazol. Sempre que for necessária gastroproteção em doentes a tomar clopidogrel, preferir pantoprazol (menos inibidor do CYP2C19) ou um antagonista H2, e evitar a associação.","Clopidogrel is a prodrug that depends on CYP2C19 to be converted into the active metabolite; omeprazole is a potent inhibitor of this enzyme and reduces the formation of the active metabolite and platelet inhibition, with a documented increased risk of cardiovascular events. The clopidogrel label advises against co-administration with CYP2C19 inhibitors such as omeprazole and esomeprazole. Whenever gastroprotection is needed in patients taking clopidogrel, prefer pantoprazole (less CYP2C19 inhibition) or an H2 antagonist, and avoid the combination.",O Clopidogrel precisa do CYP2C19 para se tornar ativo; o Omeprazol é um inibidor potente dessa enzima.,Clopidogrel requires CYP2C19 for activation; Omeprazole potently inhibits that enzyme.,Preferir Pantoprazol (menor interação) ou outro protetor gástrico quando necessário.,Prefer Pantoprazole (less interaction) or another gastric protectant when needed.,"Vigiar eventos trombóticos (dor torácica, sintomas neurológicos).","Watch for thrombotic events (chest pain, neurological symptoms).","Novos eventos trombóticos — dor torácica, fraqueza súbita unilateral, alterações da fala.","New thrombotic events — chest pain, sudden unilateral weakness, speech changes.",DailyMed/FDA (NIH/NLM) — rótulo aprovado Clopidogrel: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9928956-bb7b-4ec2-bc38-d3c9c4199cae ; rótulo aprovado Omeprazol: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37291cab-e350-d8e3-e063-6294a90a9cb1,DailyMed/FDA (NIH/NLM) — approved Clopidogrel label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c9928956-bb7b-4ec2-bc38-d3c9c4199cae ; approved Omeprazole label: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37291cab-e350-d8e3-e063-6294a90a9cb1,publicado,2026-03-15
